id	sha256	pages	acquired_on	source_url	publisher	rights_status	acquisition_status	resolved_title	resolved_author
nietzsche-ecce-homo	03cb66ebb573da13e80f4edee06e14429e3ae9063b7ac14384730d8895c6f0a5	134	2026-08-16	https://www.gutenberg.org/ebooks/52190	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Ecce Homo: Complete Works, Volume Seventeen	Nietzsche, Friedrich Wilhelm
tolstoy-confession	b0d1368eb35a03cfeb4b79ee7c18868fbf3b0e8377df87f447eaeb6c6ebca555	1	2026-08-16	https://www.gutenberg.org/ebooks/search/?query=Confession+Tolstoy	WAYKEEPER	SOURCE REVIEW REQUIRED / NO FULL TEXT INSTALLED	source-review	A Confession	Leo Tolstoy
james-varieties	9ec8bd6060dc94f44120ffc3c1591e9ce0cdc490ae85d22709aa2f4f43164224	401	2026-08-16	https://www.gutenberg.org/ebooks/621	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	The Varieties of Religious Experience: A Study in Human Nature	James, William
confucius-analects	fc30f8c4e6128be73db09a9162590ec9bc62c512eb56e758ccb4aab1d74cf6bc	72	2026-08-16	https://www.gutenberg.org/ebooks/3330	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	The Analects of Confucius (from the Chinese Classics)	Confucius
mencius	e09274d54266b2e98a2c8ae386f06e1e4f9b7a90310c2805fd55c4b4912bb10f	240	2026-08-16	https://www.gutenberg.org/ebooks/10056	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Chinese literature : $b Comprising the Analects of Confucius, the Sayings of Mencius, the Shi-King, the Travels of Fâ-Hien, and the Sorrows of Han	Faxian; Confucius; Mencius
laozi-tao-te-ching	2aab9653b9b5d3d9e079c7630a691c0d1f2f2d3aac7c96f109ea74c8f1b64f68	1	2026-08-16	https://www.gutenberg.org/ebooks/search/?query=Tao+Te+Ching+Lao+Tzu	WAYKEEPER	SOURCE REVIEW REQUIRED / NO FULL TEXT INSTALLED	source-review	Tao Te Ching	Laozi
zhuangzi	722c2aa4b76cbdc616bcf451a6de6b827e579f9f63867593b630aab4cc5793c6	342	2026-08-16	https://www.gutenberg.org/ebooks/59709	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Chuang Tzu: Mystic, Moralist, and Social Reformer	Zhuangzi
mozi-selected	a509eb0667d99ae947a1d21c59527e1935c2b87fa98418d36a1fd553a775274b	1	2026-08-16	local bibliographic record	WAYKEEPER	FULL TEXT NOT INCLUDED / LICENSE REQUIRED	license-required	Selected Writings of Mozi	Mozi
i-ching	dfb9554f5928ca032378a8aa0942b27cdb365e10916cdc5057802cac211ea2db	1	2026-08-16	local bibliographic record	WAYKEEPER	FULL TEXT NOT INCLUDED / LICENSE REQUIRED	license-required	The I Ching - Book of Changes	Traditional
bhagavad-gita	67ca94df397a3b87299242f46d1eb40a8952a669dda4729742aa3d428716b932	1	2026-08-16	https://www.gutenberg.org/ebooks/search/?query=Bhagavad+Gita	WAYKEEPER	SOURCE REVIEW REQUIRED / NO FULL TEXT INSTALLED	source-review	The Bhagavad Gita	Traditional
upanishads	dfc737cd995d4f5f26cdd88e4a281708dc8f7f949abb14add6785cf474d72676	61	2026-08-16	https://www.gutenberg.org/ebooks/3283	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	The Upanishads	Traditional
dhammapada	38daa4a1e2fde68b3ea3f27bf72ad291b27cfdbb195cea5178c57bafe24ae2d8	42	2026-08-16	https://www.gutenberg.org/ebooks/2017	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Dhammapada, a Collection of Verses; Being One of the Canonical Books of the Buddhists	Traditional
sutta-nipata	219f265fdccd665b513e190afa63e412f98c102d1de93d4b912402c35862e639	1	2026-08-16	https://www.gutenberg.org/ebooks/search/?query=Sutta+Nipata	WAYKEEPER	SOURCE REVIEW REQUIRED / NO FULL TEXT INSTALLED	source-review	The Sutta Nipata	Traditional
jataka-selections	fa27c246fa0f982ecc493983cedea7c9db87a3784e0c8334536efc0b4870aee0	359	2026-08-16	https://www.gutenberg.org/ebooks/51880	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Buddhist birth stories; or, Jataka tales, Volume 1	Traditional
patanjali-yoga-sutras	8b326aafe0d8d0cf31866b0d15736cbdec880b2afd298266f59cd4af93b99cae	76	2026-08-16	https://www.gutenberg.org/ebooks/2526	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	The Yoga Sutras of Patanjali: The Book of the Spiritual Man	Patañjali
santideva-bodhisattva	1df3ea9d5f07bee6dbca0a1fe4d33a73e66fbe0f8050fc21bde13db8ce9d3eae	1	2026-08-16	local bibliographic record	WAYKEEPER	FULL TEXT NOT INCLUDED / LICENSE REQUIRED	license-required	The Way of the Bodhisattva	Santideva
vivekananda-raja-yoga	1fb1ea4947c559bb692b6d7d1869f73b0dae5e2a7e4d84f00542c6c46cf74e70	1	2026-08-16	https://www.gutenberg.org/ebooks/search/?query=Raja+Yoga+Vivekananda	WAYKEEPER	SOURCE REVIEW REQUIRED / NO FULL TEXT INSTALLED	source-review	Raja Yoga	Swami Vivekananda
tagore-sadhana	a144f78fd1a12585f6de5d168dc02fe9d11d1904558f984de04b2f3b0276c0f7	13	2026-08-16	https://www.gutenberg.org/ebooks/26202	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Sadhana, the Realisation of Life	Tagore, Rabindranath
maimonides-guide	4a7370fe9258b73b8691b2df75e770da5e82ae7c476ddb66dc186d581438c61c	526	2026-08-16	https://www.gutenberg.org/ebooks/73584	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	The guide for the perplexed	Maimonides, Moses
maimonides-eight-chapters	66b3d2cd185fc7350fe1620a250b9eecf9836a1a9715b6cd75a93ab1e26f25c6	1	2026-08-16	local bibliographic record	WAYKEEPER	FULL TEXT NOT INCLUDED / LICENSE REQUIRED	license-required	Eight Chapters	Maimonides
ibn-tufail-hayy	aa782c21fead09ad7cf68bb994e4669b189b42e7c25f9125b7e15dc872f2c513	1	2026-08-16	https://www.gutenberg.org/ebooks/search/?query=Hayy+ibn+Yaqzan+Ibn+Tufail	WAYKEEPER	SOURCE REVIEW REQUIRED / NO FULL TEXT INSTALLED	source-review	Hayy ibn Yaqzan	Ibn Tufail
al-ghazali-deliverance	18f8f826be855dfaf003349bebc752bcd0b7f1e3e413b1cd3ff19a4f96838fb1	1	2026-08-16	local bibliographic record	WAYKEEPER	FULL TEXT NOT INCLUDED / LICENSE REQUIRED	license-required	Deliverance from Error	Al-Ghazali
ibn-khaldun-muqaddimah	870e30d0d8beb3b557c704811a516c94e2e53f3c65ddba37c550b7eb30a892a1	1	2026-08-16	local bibliographic record	WAYKEEPER	FULL TEXT NOT INCLUDED / LICENSE REQUIRED	license-required	The Muqaddimah	Ibn Khaldun
saadia-beliefs-opinions	17eb26238eacc0f948a81e9aecd1386fa1f697bfd61a444ed70db9a1e8a3ad6b	1	2026-08-16	local bibliographic record	WAYKEEPER	FULL TEXT NOT INCLUDED / LICENSE REQUIRED	license-required	The Book of Beliefs and Opinions	Saadia Gaon
smith-moral-sentiments	50a80ace30c152de2f50e407b56c66f16d883931ce8615f0b2ffbfb46667f8f5	232	2026-08-16	https://www.gutenberg.org/ebooks/67363	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	The Theory of Moral Sentiments: Or, an Essay Towards an Analysis of the Principles by Which Men Naturally Judge Concerning the Conduct and Character, First of Their Neighbours, and Afterwards of Themselves. to Which Is Added, a Dissertation on the Origin of Languages.	Smith, Adam
smith-wealth-nations	204f1692f3e2828f47273e516d8b078253aeb2664f2c8e656796eb720139d73f	699	2026-08-16	https://www.gutenberg.org/ebooks/3300	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	An Inquiry into the Nature and Causes of the Wealth of Nations	Smith, Adam
marx-capital-volume-one	c3fba7fc388fef27f0ba532d697463082b46087e5fb7d48826ccac8cec21f5cb	1	2026-08-16	https://www.gutenberg.org/ebooks/search/?query=Capital+Volume+One+Karl+Marx	WAYKEEPER	SOURCE REVIEW REQUIRED / NO FULL TEXT INSTALLED	source-review	Capital - Volume I	Karl Marx
marx-engels-manifesto	cfd84740bd48b13ac9f41590fe70165b3bdd081e802f4ab46cc113131febb180	37	2026-08-16	https://www.gutenberg.org/ebooks/61	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	The Communist Manifesto	Marx, Karl; Engels, Friedrich
engels-socialism	78b32b9698aad86d69dc97fb1601a4951bdbc17eb06bc4e6406800e983a6ebd7	62	2026-08-16	https://www.gutenberg.org/ebooks/39257	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Socialism, Utopian and Scientific	Engels, Friedrich
kropotkin-conquest-bread	d45f8f8e9452fcffab6ba1fa4eda039b8c54905fae084e963b644e792681005e	165	2026-08-16	https://www.gutenberg.org/ebooks/23428	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	The Conquest of Bread	Kropotkin, Petr Alekseevich, kniaz
bakunin-god-state	54eae95739a181884d36c75e1894819f098d546e317f593b4cdce9f54ebe3cc0	12	2026-08-16	https://www.gutenberg.org/ebooks/20677	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	God and the State	Bakunin, Mikhail Aleksandrovich
stirner-ego-own	a85f7ddf779cf4a369bb08fabdb0f85c5fc849f5a9e8f85623953b905f2f6fb0	327	2026-08-16	https://www.gutenberg.org/ebooks/34580	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	The Ego and His Own	Stirner, Max
george-progress-poverty	b62509f78d872733e5765a344e6e01d4dae446a8c4b23fa6a1abcff21fe82d1c	368	2026-08-16	https://www.gutenberg.org/ebooks/55308	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Progress and Poverty, Volumes I and II: An Inquiry into the Cause of Industrial Depressions and of Increase of Want with Increase of Wealth	George, Henry
goldman-anarchism	a6922b1941d0005fae9afc962aab01cdf1f61d6743f687c6135653339bb62930	154	2026-08-16	https://www.gutenberg.org/ebooks/2162	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Anarchism and Other Essays	Goldman, Emma
de-cleyre-selected	0e2af90ff51b42bc7609e07817d9fef9eedcc9faeaf018a959f39ad005e164bb	301	2026-08-16	https://www.gutenberg.org/ebooks/43098	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Selected Works of Voltairine de Cleyre	De Cleyre, Voltairine
lenin-state-revolution	8409c29cd9c733f656aec0eeb4aaf4f405a379ef60085e7ad0a16a7a112330ea	1	2026-08-16	https://www.gutenberg.org/ebooks/search/?query=State+and+Revolution+Lenin	WAYKEEPER	SOURCE REVIEW REQUIRED / NO FULL TEXT INSTALLED	source-review	The State and Revolution	Vladimir Lenin
du-bois-souls	ac5dd948f9ff89a63abc917ec9318788c015cd334852cfc2b952d0239eb91371	143	2026-08-16	https://www.gutenberg.org/ebooks/408	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	The Souls of Black Folk	Du Bois, W. E. B. (William Edward Burghardt)
washington-up-slavery	70f151c03de47f988f00612dc9f15f9e9a3ed4cec1b6e648012c0820da483d99	151	2026-08-16	https://www.gutenberg.org/ebooks/2376	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Up from Slavery: An Autobiography	Washington, Booker T.
douglass-narrative	c7982781c020cfa67ce5f8a6f03c655622c2a896d2e354010c6d9bacf0fda338	83	2026-08-16	https://www.gutenberg.org/ebooks/23	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Narrative of the Life of Frederick Douglass, an American Slave	Douglass, Frederick
douglass-selected-speeches	683172a245efb3d785af6cf439c7d9f4b72c54a71c27c5d2d7b95e803d200c48	1	2026-08-16	https://www.gutenberg.org/ebooks/search/?query=Frederick+Douglass+speeches	WAYKEEPER	SOURCE REVIEW REQUIRED / NO FULL TEXT INSTALLED	source-review	Selected Speeches of Frederick Douglass	Frederick Douglass
tolstoy-death-ivan	7afd96cee9c734d9ac7e43d27f31bbe02d32948c67b3287d924816f781a88e09	1	2026-08-16	https://www.gutenberg.org/ebooks/search/?query=Death+of+Ivan+Ilyich+Tolstoy	WAYKEEPER	SOURCE REVIEW REQUIRED / NO FULL TEXT INSTALLED	source-review	The Death of Ivan Ilyich	Leo Tolstoy
dostoevsky-brothers-karamazov	5d561ba15acd73d26e8b57846684bc4f44e5aa030e4f1e9b4306c01c1130c20e	754	2026-08-16	https://www.gutenberg.org/ebooks/28054	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	The Brothers Karamazov	Dostoyevsky, Fyodor
dostoevsky-notes-underground	d6f58928cab5f0cc30b7974199756c823fc93dedc0be3865227ed0e22c8aca72	96	2026-08-16	https://www.gutenberg.org/ebooks/600	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Notes from the Underground	Dostoyevsky, Fyodor
dostoevsky-crime-punishment	4b5a0757ecc1e7f134e3a5c6a722fc17691698518e4660a166721ba8fb0d6715	450	2026-08-16	https://www.gutenberg.org/ebooks/2554	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Crime and Punishment	Dostoyevsky, Fyodor
melville-moby-dick	c991e4d00eaafba66c66713f3d050543952300f87312a6747fdac1a8eae979e8	447	2026-08-16	https://www.gutenberg.org/ebooks/2701	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Moby Dick; Or, The Whale	Melville, Herman
defoe-robinson-crusoe	0e360cd7e3d532304f0a8a16bf4713d1381751efe385915e14f0c94b7c1d0e22	13	2026-08-16	https://www.gutenberg.org/ebooks/21524	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Robinson Crusoe	Defoe, Daniel
voltaire-candide	be4c4072a5bd83740b66e92f710a243ee4a44788b909c089e042727bc1a31cc1	95	2026-08-16	https://www.gutenberg.org/ebooks/19942	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Candide	Voltaire
swift-gulliver	27b276d68ce471e8b62eda1b186552af3f1046b4167fa9589aa1dd03c01fbfac	14	2026-08-16	https://www.gutenberg.org/ebooks/28946	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Gulliver's Travels	Swift, Jonathan
goethe-faust	2dd393a146b8310d0d25426ae17189cf24454d11a80f2af9aae283dda145116a	189	2026-08-16	https://www.gutenberg.org/ebooks/14591	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Faust [part 1]. Translated Into English in the Original Metres	Goethe, Johann Wolfgang von
dante-divine-comedy	1310e2fd1fea7f3fde1b860120681cc83ff34751ff4315cc68c2671eaf4b9e63	321	2026-08-16	https://www.gutenberg.org/ebooks/8800	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	The divine comedy	Dante Alighieri
milton-paradise-lost	4c3c73b1919a143ea07e05dc93bc199e1fa1c30a519d60f2ec0fae99b6bc2ac0	229	2026-08-16	https://www.gutenberg.org/ebooks/20	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Paradise Lost	Milton, John
sophocles-antigone	6eb1b0964cae9742042802e436c6ebdc39c5b5ff088e586f52f0260a37785bc0	185	2026-08-16	https://www.gutenberg.org/ebooks/31	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone	Sophocles
aeschylus-oresteia	974bf2982cffb616f8741644ba63b5f59dacdd121df2fbb7756f6450d966aeae	1	2026-08-16	https://www.gutenberg.org/ebooks/search/?query=Oresteia+Aeschylus	WAYKEEPER	SOURCE REVIEW REQUIRED / NO FULL TEXT INSTALLED	source-review	The Oresteia	Aeschylus
shakespeare-hamlet	23632bff9cc3d4a57b0edef373aee724f703b66aa7afd5833a2c437fae370237	130	2026-08-16	https://www.gutenberg.org/ebooks/27761	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Hamlet	Shakespeare, William
shakespeare-king-lear	7dd812e8caccc8b008cc02da8164296219cb4c8e2506e546539df15e30993a34	131	2026-08-16	https://www.gutenberg.org/ebooks/1532	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	King Lear	Shakespeare, William
shakespeare-macbeth	4013546b1f00ff7243ea05fc2957dfdb81868d94309bac661b04eee5b6afd745	92	2026-08-16	https://www.gutenberg.org/ebooks/1533	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Macbeth	Shakespeare, William
shakespeare-tempest	5db41dcf50258bd9d7493d6083cd2d6807bcff313e669243d56f029057ee2080	85	2026-08-16	https://www.gutenberg.org/ebooks/1540	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	The Tempest	Shakespeare, William
shelley-frankenstein	5ccb1cf848796d71dfa9ff4c5a0d1ba156a4413e91a9074a07676eaf9c6cb046	156	2026-08-16	https://www.gutenberg.org/ebooks/84	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Frankenstein; or, the modern prometheus	Shelley, Mary Wollstonecraft
wells-time-machine	7ab5910e58674ab4c570ab5ba12541904f9e0ff6a21b989c50f89fa9c91c60f4	72	2026-08-16	https://www.gutenberg.org/ebooks/35	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	The Time Machine	Wells, H. G. (Herbert George)
wells-war-worlds	b63c1c1f7f0a823aa8db357e25fa2aa13e0e7f029b8c9fb28743d2203d8eea04	136	2026-08-16	https://www.gutenberg.org/ebooks/36	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	The war of the worlds	Wells, H. G. (Herbert George)
london-sea-wolf	b8080a742db322148792b403e4e90390e660fe46d8f82b517eac219e124102d8	238	2026-08-16	https://www.gutenberg.org/ebooks/1074	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	The Sea-Wolf	London, Jack
conrad-heart-darkness	25aaaad6bcb16226ae476f4b05dcb39c70518977214baf251b854126ebdfdde8	75	2026-08-16	https://www.gutenberg.org/ebooks/219	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Heart of Darkness	Conrad, Joseph
chesterton-man-thursday	5ea0865455a963d0d7c93dbed0272aa09c28b8925361e3c6d0ca02a76de132ca	140	2026-08-16	https://www.gutenberg.org/ebooks/1695	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	The Man Who Was Thursday: A Nightmare	Chesterton, G. K. (Gilbert Keith)
arendt-human-condition	53bc894d1335ee88926ceb69a16cb17b0d06079f254ef50c2bcc039f4f37b424	1	2026-08-16	local bibliographic record	WAYKEEPER	FULL TEXT NOT INCLUDED / LICENSE REQUIRED	license-required	The Human Condition	Hannah Arendt
camus-myth-sisyphus	a729aa83420e6b170b400f25727c846bb012e21c27968f81aa769bd9bdff6c29	1	2026-08-16	local bibliographic record	WAYKEEPER	FULL TEXT NOT INCLUDED / LICENSE REQUIRED	license-required	The Myth of Sisyphus	Albert Camus
sartre-being-nothingness	b43d4b15573445211e17132ca2a17f0786d733bda1c163c41808818bb446e00f	1	2026-08-16	local bibliographic record	WAYKEEPER	FULL TEXT NOT INCLUDED / LICENSE REQUIRED	license-required	Being and Nothingness	Jean-Paul Sartre
beauvoir-ethics-ambiguity	1b692993efb27cfeac744f49629659ee2ed8342f1c351a34fc55c59a73bf4c55	1	2026-08-16	local bibliographic record	WAYKEEPER	FULL TEXT NOT INCLUDED / LICENSE REQUIRED	license-required	The Ethics of Ambiguity	Simone de Beauvoir
frankl-mans-search	89905eeea3391cd6469602a228d519ad8616af5b16af2bda0fce51f48aec39c9	1	2026-08-16	local bibliographic record	WAYKEEPER	FULL TEXT NOT INCLUDED / LICENSE REQUIRED	license-required	Man's Search for Meaning	Viktor Frankl
popper-open-society	99344543b55cc9d21d6f8e07d193413536166013e06eea1d8198a25c3c7d1dd4	1	2026-08-16	local bibliographic record	WAYKEEPER	FULL TEXT NOT INCLUDED / LICENSE REQUIRED	license-required	The Open Society and Its Enemies	Karl Popper
rawls-theory-justice	361a56cf21bf4b512150fac5de83ee4ec0ff83186c8fb846dae98502bd355aa3	1	2026-08-16	local bibliographic record	WAYKEEPER	FULL TEXT NOT INCLUDED / LICENSE REQUIRED	license-required	A Theory of Justice	John Rawls
foucault-discipline-punish	303c998ce81151ce31e45fc325ba266b75cee55a0f964e9ac991d31a2490b4c9	1	2026-08-16	local bibliographic record	WAYKEEPER	FULL TEXT NOT INCLUDED / LICENSE REQUIRED	license-required	Discipline and Punish	Michel Foucault
fanon-wretched-earth	6e70932c324961092cc260b6f7fdbaf984f2d67c516753c992f906a86eb5bea6	1	2026-08-16	local bibliographic record	WAYKEEPER	FULL TEXT NOT INCLUDED / LICENSE REQUIRED	license-required	The Wretched of the Earth	Frantz Fanon
kuhn-scientific-revolutions	f15cffe805d7a38d0adf55cdfc661817fbe6f706e50d860a501a4c7f321f22cb	1	2026-08-16	local bibliographic record	WAYKEEPER	FULL TEXT NOT INCLUDED / LICENSE REQUIRED	license-required	The Structure of Scientific Revolutions	Thomas Kuhn
orwell-1984	20023a94737cac9270c779498824164b50455852505456cad8fdcd44e4a4f4f0	1	2026-08-16	local bibliographic record	WAYKEEPER	FULL TEXT NOT INCLUDED / LICENSE REQUIRED	license-required	Nineteen Eighty-Four	George Orwell
fromm-art-loving	7d8e6e8fbd3c93df1c7f92e5f5ba12cdf80d9cf87b4db11dee7c245dd5d01a0f	1	2026-08-16	local bibliographic record	WAYKEEPER	FULL TEXT NOT INCLUDED / LICENSE REQUIRED	license-required	The Art of Loving	Erich Fromm
hayek-road-serfdom	d19c58524bd0a2ce118772b2c2a29fdd0b0eb89f0accd939db6cb750f141172b	1	2026-08-16	local bibliographic record	WAYKEEPER	FULL TEXT NOT INCLUDED / LICENSE REQUIRED	license-required	The Road to Serfdom	Friedrich Hayek
freire-pedagogy-oppressed	e5d0782db0d6d56e7b58d443df810101ccec86dd58e7cce32a8c70391742b98d	1	2026-08-16	local bibliographic record	WAYKEEPER	FULL TEXT NOT INCLUDED / LICENSE REQUIRED	license-required	Pedagogy of the Oppressed	Paulo Freire
king-strength-love	8d1be8facb824cd5766854656edb1580278ace87e2fcd1fbc9ea1ac8464eab64	1	2026-08-16	local bibliographic record	WAYKEEPER	FULL TEXT NOT INCLUDED / LICENSE REQUIRED	license-required	Strength to Love	Martin Luther King Jr.
baldwin-fire-next-time	5422a17065eb646e9948c0ff045b0e20132860a182227f52bd011422acd368b9	1	2026-08-16	local bibliographic record	WAYKEEPER	FULL TEXT NOT INCLUDED / LICENSE REQUIRED	license-required	The Fire Next Time	James Baldwin
solzhenitsyn-gulag	bbc7acc771471e312924ef55590a7ef4d890ec80a31a2f4d3347d518d773a3ae	1	2026-08-16	local bibliographic record	WAYKEEPER	FULL TEXT NOT INCLUDED / LICENSE REQUIRED	license-required	The Gulag Archipelago	Aleksandr Solzhenitsyn
